	gene	tss	chrom
698	ENSMUSG00000011179	17544794	12
699	ENSMUSG00000011254	45954417	11
700	ENSMUSG00000011256	46055992	11
701	ENSMUSG00000011257	123262351	4
702	ENSMUSG00000011267	19577287	7
703	ENSMUSG00000011306	70042813	8
704	ENSMUSG00000011382	45479931	7
705	ENSMUSG00000011589	55986509	17
706	ENSMUSG00000011752	41911923	19
707	ENSMUSG00000011831	107799546	5
708	ENSMUSG00000011837	4253080	8
709	ENSMUSG00000011884	114690908	5
710	ENSMUSG00000011958	69989466	9
711	ENSMUSG00000011960	98543020	15
712	ENSMUSG00000012076	55836324	12
713	ENSMUSG00000012114	17653055	16
714	ENSMUSG00000012117	133980610	4
715	ENSMUSG00000012296	46263787	17
716	ENSMUSG00000012396	122707489	6
717	ENSMUSG00000012405	18270119	14
718	ENSMUSG00000012422	90089123	13
719	ENSMUSG00000012429	17695192	13
720	ENSMUSG00000012443	37376403	19
721	ENSMUSG00000012483	8259140	6
722	ENSMUSG00000012535	29557065	6
723	ENSMUSG00000012609	85824659	12
724	ENSMUSG00000012640	43311486	7
725	ENSMUSG00000012848	12922290	7
726	ENSMUSG00000013033	83900105	8
727	ENSMUSG00000013076	14559051	9
728	ENSMUSG00000013089	22401829	16
729	ENSMUSG00000013150	105758596	8
730	ENSMUSG00000013155	105707933	8
731	ENSMUSG00000013160	105539476	8
732	ENSMUSG00000013236	56414430	17
733	ENSMUSG00000013275	131827493	1
734	ENSMUSG00000013415	95967835	11
735	ENSMUSG00000013465	25203601	2
736	ENSMUSG00000013495	108629770	5
737	ENSMUSG00000013539	18304145	16
738	ENSMUSG00000013593	171235540	1
739	ENSMUSG00000013622	31048312	5
740	ENSMUSG00000013629	31054780	5
741	ENSMUSG00000013646	58330724	11
742	ENSMUSG00000013662	32694870	19
743	ENSMUSG00000013663	32757497	19
744	ENSMUSG00000013698	172199815	1
745	ENSMUSG00000013701	32191957	14
746	ENSMUSG00000013736	106769120	6
747	ENSMUSG00000013766	35076902	17
748	ENSMUSG00000013787	34898469	17
749	ENSMUSG00000013822	22114169	9
750	ENSMUSG00000013833	79899685	10
751	ENSMUSG00000013878	26119368	8
752	ENSMUSG00000013997	171344467	1
753	ENSMUSG00000014074	32277459	16
754	ENSMUSG00000014075	32419702	16
755	ENSMUSG00000014077	119547697	2
756	ENSMUSG00000014177	62879455	11
757	ENSMUSG00000014195	100585701	11
758	ENSMUSG00000014226	160212726	1
759	ENSMUSG00000014243	62281375	11
760	ENSMUSG00000014245	62458460	11
761	ENSMUSG00000014294	36744557	18
762	ENSMUSG00000014301	4616988	16
763	ENSMUSG00000014313	35935331	15
764	ENSMUSG00000014349	96065388	11
765	ENSMUSG00000014353	128818118	2
766	ENSMUSG00000014355	128618142	2
767	ENSMUSG00000014402	46891027	7
768	ENSMUSG00000014418	46768463	7
769	ENSMUSG00000014426	12230216	17
770	ENSMUSG00000014444	122482676	8
771	ENSMUSG00000014496	31707703	14
772	ENSMUSG00000014504	34330847	18
773	ENSMUSG00000014550	92194128	6
774	ENSMUSG00000014551	92175902	6
775	ENSMUSG00000014554	83487010	6
776	ENSMUSG00000014592	151079793	4
777	ENSMUSG00000014601	107614081	3
778	ENSMUSG00000014606	70645910	11
779	ENSMUSG00000014633	116894524	8
780	ENSMUSG00000014668	110135842	5
781	ENSMUSG00000014748	83772475	6
782	ENSMUSG00000014763	15396202	17
783	ENSMUSG00000014767	15499888	17
784	ENSMUSG00000014769	15478589	17
785	ENSMUSG00000014846	105468662	8
786	ENSMUSG00000014850	92235599	13
787	ENSMUSG00000014856	105326354	8
788	ENSMUSG00000014859	105297663	8
789	ENSMUSG00000014867	26933383	2
790	ENSMUSG00000014873	26916367	2
791	ENSMUSG00000014905	44210068	12
792	ENSMUSG00000014907	66860217	8
793	ENSMUSG00000014932	32611171	5
794	ENSMUSG00000014956	32458843	5
795	ENSMUSG00000014959	70661576	2
796	ENSMUSG00000014980	152372082	1
797	ENSMUSG00000015002	65787034	15
798	ENSMUSG00000015013	122611640	8
799	ENSMUSG00000015016	122775486	8
800	ENSMUSG00000015023	110980634	8
801	ENSMUSG00000015087	25585060	2
802	ENSMUSG00000015092	25557847	2
803	ENSMUSG00000015095	25500750	2
804	ENSMUSG00000015112	6095203	6
805	ENSMUSG00000015120	25265339	17
806	ENSMUSG00000015126	25240170	17
807	ENSMUSG00000015127	25188397	17
808	ENSMUSG00000015143	80170151	12
809	ENSMUSG00000015149	28766735	7
810	ENSMUSG00000015165	28808541	7
811	ENSMUSG00000015176	46075863	19
812	ENSMUSG00000015247	53011880	4
813	ENSMUSG00000015335	30093019	2
814	ENSMUSG00000015341	23245178	8
815	ENSMUSG00000015354	95637601	9
816	ENSMUSG00000015357	65294260	9
817	ENSMUSG00000015363	89075124	15
818	ENSMUSG00000015377	89188844	15
819	ENSMUSG00000015461	34647146	17
820	ENSMUSG00000015478	34603376	17
821	ENSMUSG00000015522	95434388	3
822	ENSMUSG00000015536	114818236	13
823	ENSMUSG00000015568	68880491	8
824	ENSMUSG00000015575	26663231	17
825	ENSMUSG00000015597	46383731	17
826	ENSMUSG00000015647	180177587	2
827	ENSMUSG00000015652	5740401	5
828	ENSMUSG00000015653	5677285	5
829	ENSMUSG00000015656	40800984	9
830	ENSMUSG00000015671	14613240	13
831	ENSMUSG00000015672	14613015	13
832	ENSMUSG00000015697	95357089	3
833	ENSMUSG00000015711	95268944	3
834	ENSMUSG00000015714	95314791	3
835	ENSMUSG00000015733	17636234	6
836	ENSMUSG00000015747	96057719	3
837	ENSMUSG00000015748	95832808	3
838	ENSMUSG00000015749	95929246	3
839	ENSMUSG00000015750	95893969	3
840	ENSMUSG00000015755	7910500	10
841	ENSMUSG00000015757	7792891	10
842	ENSMUSG00000015759	46780262	14
843	ENSMUSG00000015766	137519703	6
844	ENSMUSG00000015776	26910569	2
845	ENSMUSG00000015790	26914759	2
846	ENSMUSG00000015804	45520229	5
847	ENSMUSG00000015806	45443596	5
848	ENSMUSG00000015837	50202954	11
849	ENSMUSG00000015839	75704489	2
850	ENSMUSG00000015869	116473243	11
851	ENSMUSG00000015880	45669919	5
852	ENSMUSG00000015882	45727578	5
853	ENSMUSG00000015889	93453411	10
854	ENSMUSG00000015932	143915320	2
855	ENSMUSG00000015937	56084521	13
856	ENSMUSG00000015943	96197586	3
857	ENSMUSG00000015961	177768601	1
858	ENSMUSG00000015971	29978337	14
859	ENSMUSG00000015994	26000430	8
860	ENSMUSG00000016018	112873019	13
861	ENSMUSG00000016181	193114675	1
862	ENSMUSG00000016200	193035644	1
863	ENSMUSG00000016252	174464049	2
864	ENSMUSG00000016253	174415804	2
865	ENSMUSG00000016256	174439039	2
866	ENSMUSG00000016257	174472891	2
867	ENSMUSG00000016344	181187247	2
868	ENSMUSG00000016477	29984241	13
869	ENSMUSG00000016481	195107368	1
870	ENSMUSG00000016487	146888487	6
871	ENSMUSG00000016495	29351865	19
872	ENSMUSG00000016503	146948657	5
873	ENSMUSG00000016510	146963743	5
874	ENSMUSG00000016526	131138245	1
875	ENSMUSG00000016528	131072526	1
876	ENSMUSG00000016541	85336245	15
877	ENSMUSG00000016552	77945888	15
878	ENSMUSG00000016554	77960481	15
879	ENSMUSG00000016559	116024473	11
880	ENSMUSG00000016619	84923411	15
881	ENSMUSG00000016637	78166936	15
882	ENSMUSG00000016664	83385091	15
883	ENSMUSG00000016757	83586892	15
884	ENSMUSG00000016831	52279146	14
885	ENSMUSG00000016833	100798627	5
886	ENSMUSG00000016918	12692277	1
887	ENSMUSG00000016921	162931528	2
888	ENSMUSG00000016933	160731300	2
889	ENSMUSG00000016946	24060317	17
890	ENSMUSG00000016984	17953875	11
891	ENSMUSG00000017009	164443186	2
892	ENSMUSG00000017119	101552149	11
893	ENSMUSG00000017144	51149094	2
894	ENSMUSG00000017146	101508178	11
895	ENSMUSG00000017176	100431544	11
896	ENSMUSG00000017188	101278943	11
897	ENSMUSG00000017210	98706480	11
898	ENSMUSG00000017221	98682554	11
899	ENSMUSG00000017264	148558429	4
900	ENSMUSG00000017286	76239572	11
901	ENSMUSG00000017288	76092679	11
902	ENSMUSG00000017291	77585506	11
903	ENSMUSG00000017299	164745983	2
904	ENSMUSG00000017307	164796489	2
905	ENSMUSG00000017376	78568916	11
906	ENSMUSG00000017386	78165516	11
907	ENSMUSG00000017390	78322968	11
908	ENSMUSG00000017404	98026710	11
909	ENSMUSG00000017418	15049395	2
910	ENSMUSG00000017421	80383279	11
911	ENSMUSG00000017428	80428615	11
912	ENSMUSG00000017453	77882686	11
913	ENSMUSG00000017478	122376609	8
914	ENSMUSG00000017485	16365179	14
915	ENSMUSG00000017499	98907801	11
916	ENSMUSG00000017548	79993106	11
917	ENSMUSG00000017550	80089400	11
918	ENSMUSG00000017561	80057899	11
919	ENSMUSG00000017615	78536271	11
920	ENSMUSG00000017631	76437220	11
921	ENSMUSG00000017664	165277841	2
922	ENSMUSG00000017670	165296977	2
923	ENSMUSG00000017677	79242949	11
924	ENSMUSG00000017679	163602314	2
925	ENSMUSG00000017686	80209019	11
926	ENSMUSG00000017697	163730866	2
927	ENSMUSG00000017707	163645125	2
928	ENSMUSG00000017715	117986292	11
929	ENSMUSG00000017716	117849251	11
930	ENSMUSG00000017721	164497520	2
931	ENSMUSG00000017723	164562413	2
932	ENSMUSG00000017724	101772181	11
933	ENSMUSG00000017747	100768713	11
934	ENSMUSG00000017754	164856796	2
935	ENSMUSG00000017756	73733094	13
936	ENSMUSG00000017760	164832873	2
937	ENSMUSG00000017764	164822686	2
938	ENSMUSG00000017765	105948173	8
939	ENSMUSG00000017774	75650504	11
940	ENSMUSG00000017776	75679259	11
941	ENSMUSG00000017778	86046347	13
942	ENSMUSG00000017781	75588097	11
943	ENSMUSG00000017801	101087277	11
944	ENSMUSG00000017802	101119765	11
945	ENSMUSG00000017831	53479234	17
946	ENSMUSG00000017837	100619244	11
947	ENSMUSG00000017843	110447120	12
948	ENSMUSG00000017858	163017354	2
949	ENSMUSG00000017861	163054687	2
950	ENSMUSG00000017969	167208416	2
951	ENSMUSG00000017999	167015193	2
952	ENSMUSG00000018012	120721470	11
953	ENSMUSG00000018040	83117616	15
954	ENSMUSG00000018042	83170177	15
955	ENSMUSG00000018068	86229233	11
956	ENSMUSG00000018076	118560679	5
957	ENSMUSG00000018102	23684199	13
958	ENSMUSG00000018160	98161022	11
959	ENSMUSG00000018166	128589652	10
960	ENSMUSG00000018167	98358368	11
961	ENSMUSG00000018169	78767164	15
962	ENSMUSG00000018171	86586881	11
963	ENSMUSG00000018189	143777272	1
964	ENSMUSG00000018196	143716338	1
965	ENSMUSG00000018199	143771026	1
966	ENSMUSG00000018209	164070322	2
967	ENSMUSG00000018239	53324679	11
968	ENSMUSG00000018286	70525367	11
969	ENSMUSG00000018287	70669218	11
970	ENSMUSG00000018293	70654598	11
971	ENSMUSG00000018322	164065715	2
972	ENSMUSG00000018326	163994960	2
973	ENSMUSG00000018339	54902453	11
974	ENSMUSG00000018340	55033415	11
975	ENSMUSG00000018347	65807175	11
976	ENSMUSG00000018362	106992627	11
977	ENSMUSG00000018372	106789252	11
978	ENSMUSG00000018377	88068279	11
979	ENSMUSG00000018379	88047373	11
980	ENSMUSG00000018395	53567379	11
981	ENSMUSG00000018398	53519257	11
982	ENSMUSG00000018401	87592162	11
983	ENSMUSG00000018411	104231390	11
984	ENSMUSG00000018412	104341299	11
985	ENSMUSG00000018415	60417145	11
986	ENSMUSG00000018417	51764470	1
987	ENSMUSG00000018425	86789279	11
988	ENSMUSG00000018427	86972024	11
989	ENSMUSG00000018428	88841540	11
990	ENSMUSG00000018433	107168433	11
991	ENSMUSG00000018442	71019212	11
992	ENSMUSG00000018446	70978871	11
993	ENSMUSG00000018449	70970213	11
994	ENSMUSG00000018476	69404215	11
995	ENSMUSG00000018481	85235130	11
996	ENSMUSG00000018501	62321221	11
997	ENSMUSG00000018537	97692407	11
998	ENSMUSG00000018541	97751170	11
999	ENSMUSG00000018548	87127077	11
1000	ENSMUSG00000018565	69969403	11
1001	ENSMUSG00000018567	69991143	11
1002	ENSMUSG00000018572	69995777	11
1003	ENSMUSG00000018574	70010911	11
1004	ENSMUSG00000018583	55469685	11
1005	ENSMUSG00000018585	55461197	11
1006	ENSMUSG00000018593	55399574	11
1007	ENSMUSG00000018604	119670669	5
1008	ENSMUSG00000018648	84067080	11
1009	ENSMUSG00000018651	84082956	11
1010	ENSMUSG00000018659	96943779	11
1011	ENSMUSG00000018661	113649169	11
1012	ENSMUSG00000018666	96789127	11
1013	ENSMUSG00000018669	96908758	11
1014	ENSMUSG00000018677	102404493	11
1015	ENSMUSG00000018678	96968665	11
1016	ENSMUSG00000018697	84449533	11
1017	ENSMUSG00000018707	110601452	12
1018	ENSMUSG00000018727	113708967	11
1019	ENSMUSG00000018733	83298895	11
1020	ENSMUSG00000018736	68839920	11
1021	ENSMUSG00000018761	69658253	11
1022	ENSMUSG00000018765	69632990	11
1023	ENSMUSG00000018770	73910459	2
1024	ENSMUSG00000018796	46471037	8
1025	ENSMUSG00000018809	75348433	11
1026	ENSMUSG00000018820	42163951	19
1027	ENSMUSG00000018821	42128989	19
1028	ENSMUSG00000018841	82890589	11
1029	ENSMUSG00000018846	35769484	11
1030	ENSMUSG00000018848	35820109	11
1031	ENSMUSG00000018849	35853554	11
1032	ENSMUSG00000018858	115403752	11
1033	ENSMUSG00000018865	84105609	15
1034	ENSMUSG00000018882	97315716	11
1035	ENSMUSG00000018899	53770014	11
1036	ENSMUSG00000018921	70410028	11
1037	ENSMUSG00000018923	70451919	11
1038	ENSMUSG00000018931	60913812	11
1039	ENSMUSG00000018932	60932033	11
1040	ENSMUSG00000018965	33018816	5
1041	ENSMUSG00000018974	113745595	5
1042	ENSMUSG00000018995	96951505	7
1043	ENSMUSG00000018999	34163482	6
1044	ENSMUSG00000019039	108569886	9
1045	ENSMUSG00000019054	136953275	5
1046	ENSMUSG00000019055	147921096	4
1047	ENSMUSG00000019082	141431598	7
1048	ENSMUSG00000019132	24801657	13
1049	ENSMUSG00000019139	70594373	8
1050	ENSMUSG00000019143	36783008	18
1051	ENSMUSG00000019158	16452779	7
1052	ENSMUSG00000019173	100730215	11
1053	ENSMUSG00000019179	135778480	5
1054	ENSMUSG00000019188	152669461	2
1055	ENSMUSG00000019189	44518964	11
1056	ENSMUSG00000019210	120802422	6
1057	ENSMUSG00000019214	25719785	17
1058	ENSMUSG00000019261	70905932	8
1059	ENSMUSG00000019295	33655486	5
1060	ENSMUSG00000019297	55745693	14
1061	ENSMUSG00000019302	101009452	11
1062	ENSMUSG00000019303	101094160	11
1063	ENSMUSG00000019312	98446394	11
1064	ENSMUSG00000019362	84249719	8
1065	ENSMUSG00000019370	16917165	7
1066	ENSMUSG00000019373	59818687	11
1067	ENSMUSG00000019428	70527724	8
1068	ENSMUSG00000019432	35241746	17
1069	ENSMUSG00000019433	83652677	8
1070	ENSMUSG00000019437	78176711	11
1071	ENSMUSG00000019467	127184944	10
1072	ENSMUSG00000019470	3621270	8
1073	ENSMUSG00000019471	21143194	9
1074	ENSMUSG00000019478	123805985	8
1075	ENSMUSG00000019487	57249455	17
1076	ENSMUSG00000019494	138161071	5
1077	ENSMUSG00000019505	62551171	11
1078	ENSMUSG00000019518	138172002	5
1079	ENSMUSG00000019528	20123543	3
1080	ENSMUSG00000019539	45083878	7
1081	ENSMUSG00000019578	56069434	17
1082	ENSMUSG00000019579	56183664	17
1083	ENSMUSG00000019590	105936177	11
1084	ENSMUSG00000019659	110656503	9
1085	ENSMUSG00000019699	177248767	1
1086	ENSMUSG00000019710	87919506	3
1087	ENSMUSG00000019715	29935426	2
1088	ENSMUSG00000019731	72492217	8
1089	ENSMUSG00000019737	30314807	7
1090	ENSMUSG00000019738	30231948	7
1091	ENSMUSG00000019763	4407918	10
1092	ENSMUSG00000019773	5804600	10
1093	ENSMUSG00000019774	5815755	10
1094	ENSMUSG00000019777	36974544	10
1095	ENSMUSG00000019782	34001245	10
1096	ENSMUSG00000019792	30590109	10
1097	ENSMUSG00000019794	7726000	10
1098	ENSMUSG00000019795	7649155	10
1099	ENSMUSG00000019796	7589800	10
1100	ENSMUSG00000019797	43525843	10
1101	ENSMUSG00000019802	42761496	10
1102	ENSMUSG00000019804	42502030	10
1103	ENSMUSG00000019808	13552894	10
1104	ENSMUSG00000019809	13535961	10
1105	ENSMUSG00000019813	41722911	10
1106	ENSMUSG00000019814	13192428	10
1107	ENSMUSG00000019817	13060504	10
1108	ENSMUSG00000019818	41519414	10
1109	ENSMUSG00000019820	12403075	10
1110	ENSMUSG00000019822	41488245	10
1111	ENSMUSG00000019823	41476314	10
1112	ENSMUSG00000019826	41450383	10
1113	ENSMUSG00000019831	40883475	10
1114	ENSMUSG00000019837	40254329	10
1115	ENSMUSG00000019841	39732118	10
1116	ENSMUSG00000019842	39612934	10
1117	ENSMUSG00000019845	39133976	10
1118	ENSMUSG00000019849	45067203	10
1119	ENSMUSG00000019851	18845020	10
1120	ENSMUSG00000019854	18055861	10
1121	ENSMUSG00000019857	53596757	10
1122	ENSMUSG00000019861	52349128	10
1123	ENSMUSG00000019863	43877104	10
1124	ENSMUSG00000019864	43901807	10
1125	ENSMUSG00000019868	14668261	10
1126	ENSMUSG00000019873	67034632	10
1127	ENSMUSG00000019877	57532409	10
1128	ENSMUSG00000019878	57486385	10
1129	ENSMUSG00000019889	28074820	10
1130	ENSMUSG00000019891	52233619	10
1131	ENSMUSG00000019894	103367783	10
1132	ENSMUSG00000019897	105841067	10
1133	ENSMUSG00000019907	108162193	10
1134	ENSMUSG00000019916	59323296	10
1135	ENSMUSG00000019917	59178857	10
1136	ENSMUSG00000019920	58323466	10
1137	ENSMUSG00000019923	72654845	10
1138	ENSMUSG00000019927	71256888	10
1139	ENSMUSG00000019942	69342729	10
1140	ENSMUSG00000019943	98914406	10
1141	ENSMUSG00000019947	68136626	10
1142	ENSMUSG00000019948	89732058	10
1143	ENSMUSG00000019951	89744991	10
1144	ENSMUSG00000019960	99263231	10
1145	ENSMUSG00000019961	91151833	10
1146	ENSMUSG00000019966	100015630	10
1147	ENSMUSG00000019969	83688152	12
1148	ENSMUSG00000019970	21882184	10
1149	ENSMUSG00000019971	100487558	10
1150	ENSMUSG00000019975	91082940	10
1151	ENSMUSG00000019977	21295979	10
1152	ENSMUSG00000019978	25359798	10
1153	ENSMUSG00000019979	90991590	10
1154	ENSMUSG00000019984	24869986	10
1155	ENSMUSG00000019986	20952547	10
1156	ENSMUSG00000019988	92716478	10
1157	ENSMUSG00000019989	24785005	10
1158	ENSMUSG00000019992	20347770	10
1159	ENSMUSG00000019996	20148471	10
1160	ENSMUSG00000019997	24595442	10
1161	ENSMUSG00000019998	24149302	10
1162	ENSMUSG00000020003	19869674	10
1163	ENSMUSG00000020015	93160875	10
1164	ENSMUSG00000020018	93589706	10
1165	ENSMUSG00000020020	93831555	10
1166	ENSMUSG00000020022	94198720	10
1167	ENSMUSG00000020024	94688654	10
1168	ENSMUSG00000020027	95392967	10
1169	ENSMUSG00000020029	95564146	10
1170	ENSMUSG00000020038	85144441	10
1171	ENSMUSG00000020048	86695721	10
1172	ENSMUSG00000020056	88201093	10
1173	ENSMUSG00000020063	63325626	10
1174	ENSMUSG00000020064	63243810	10
1175	ENSMUSG00000020069	63016168	10
1176	ENSMUSG00000020070	62980223	10
1177	ENSMUSG00000020074	62760349	10
1178	ENSMUSG00000020075	62590177	10
1179	ENSMUSG00000020076	62621512	10
1180	ENSMUSG00000020078	62486598	10
1181	ENSMUSG00000020079	62430621	10
1182	ENSMUSG00000020086	61784147	10
1183	ENSMUSG00000020087	61695514	10
1184	ENSMUSG00000020088	61680299	10
1185	ENSMUSG00000020089	61648552	10
1186	ENSMUSG00000020091	61452658	10
1187	ENSMUSG00000020092	61342327	10
1188	ENSMUSG00000020097	61103125	10
1189	ENSMUSG00000020100	60724316	10
1190	ENSMUSG00000020107	59990383	10
1191	ENSMUSG00000020108	59951834	10
1192	ENSMUSG00000020109	59879556	10
1193	ENSMUSG00000020111	59702477	10
1194	ENSMUSG00000020114	119208209	10
1195	ENSMUSG00000020115	121552449	10
1196	ENSMUSG00000020116	17211054	11
1197	ENSMUSG00000020124	123119481	10
1198	ENSMUSG00000020128	21239281	11
1199	ENSMUSG00000020130	115209688	10
1200	ENSMUSG00000020133	80320537	10
1201	ENSMUSG00000020134	21091291	11
1202	ENSMUSG00000020149	20201432	11
1203	ENSMUSG00000020152	20112867	11
1204	ENSMUSG00000020153	80249121	10
1205	ENSMUSG00000020156	80226434	10
1206	ENSMUSG00000020163	80406766	10
1207	ENSMUSG00000020166	116499478	10
1208	ENSMUSG00000020167	80415487	10
1209	ENSMUSG00000020170	117130846	10
1210	ENSMUSG00000020171	117217358	10
1211	ENSMUSG00000020173	12369640	11
1212	ENSMUSG00000020176	11938616	11
1213	ENSMUSG00000020180	75517551	10
1214	ENSMUSG00000020182	11822921	11
1215	ENSMUSG00000020184	117691520	10
1216	ENSMUSG00000020185	110745439	10
1217	ENSMUSG00000020186	110919789	10
1218	ENSMUSG00000020189	111164752	10
1219	ENSMUSG00000020190	80671976	10
1220	ENSMUSG00000020196	75667832	10
1221	ENSMUSG00000020198	80709058	10
1222	ENSMUSG00000020211	80798198	10
1223	ENSMUSG00000020212	118141811	10
1224	ENSMUSG00000020219	80900782	10
1225	ENSMUSG00000020220	144983961	4
1226	ENSMUSG00000020224	120227070	10
1227	ENSMUSG00000020225	120201590	10
1228	ENSMUSG00000020227	120170378	10
1229	ENSMUSG00000020228	120092209	10
1230	ENSMUSG00000020230	76210863	10
1231	ENSMUSG00000020232	81346730	10
1232	ENSMUSG00000020235	81369541	10
1233	ENSMUSG00000020238	81488217	10
1234	ENSMUSG00000020248	82751659	10
1235	ENSMUSG00000020250	82833951	10
1236	ENSMUSG00000020253	106196888	9
1237	ENSMUSG00000020255	83360221	10
1238	ENSMUSG00000020257	106170928	9
1239	ENSMUSG00000020260	77259218	10
1240	ENSMUSG00000020263	83603130	10
1241	ENSMUSG00000020265	77606097	10
1242	ENSMUSG00000020267	54866383	11
1243	ENSMUSG00000020271	32642724	11
1244	ENSMUSG00000020272	32533305	11
1245	ENSMUSG00000020273	23868470	11
1246	ENSMUSG00000020277	77992176	10
1247	ENSMUSG00000020280	23665674	11
1248	ENSMUSG00000020283	23665673	11
1249	ENSMUSG00000020287	32226505	11
1250	ENSMUSG00000020288	23491077	11
1251	ENSMUSG00000020289	32234401	11
1252	ENSMUSG00000020290	23256041	11
1253	ENSMUSG00000020300	31872211	11
1254	ENSMUSG00000020305	30885416	11
1255	ENSMUSG00000020307	79682195	10
1256	ENSMUSG00000020308	79669369	10
1257	ENSMUSG00000020309	30986334	11
1258	ENSMUSG00000020315	30103249	11
1259	ENSMUSG00000020321	21559729	11
1260	ENSMUSG00000020326	40753938	11
1261	ENSMUSG00000020328	40733667	11
1262	ENSMUSG00000020329	79736768	10
1263	ENSMUSG00000020330	40733391	11
1264	ENSMUSG00000020340	46270669	11
1265	ENSMUSG00000020349	52098681	11
1266	ENSMUSG00000020358	51606847	11
1267	ENSMUSG00000020359	51584757	11
1268	ENSMUSG00000020361	53267241	11
1269	ENSMUSG00000020362	49680401	11
1270	ENSMUSG00000020363	49794178	11
1271	ENSMUSG00000020366	49846751	11
1272	ENSMUSG00000020368	50298319	11
1273	ENSMUSG00000020372	48800332	11
1274	ENSMUSG00000020380	53680212	11
1275	ENSMUSG00000020385	51261730	11
1276	ENSMUSG00000020386	51763687	11
1277	ENSMUSG00000020390	52000479	11
1278	ENSMUSG00000020392	51967661	11
1279	ENSMUSG00000020396	4948064	11
1280	ENSMUSG00000020397	46436925	11
1281	ENSMUSG00000020400	54921075	11
1282	ENSMUSG00000020402	52360860	11
1283	ENSMUSG00000020407	9118103	11
1284	ENSMUSG00000020409	43433744	11
1285	ENSMUSG00000020412	4637747	11
1286	ENSMUSG00000020413	9010678	11
1287	ENSMUSG00000020415	43422986	11
1288	ENSMUSG00000020420	27857527	7
